source,method,x_col,y_col,label_column,n_points,n_label_classes,n_pred_clusters,silhouette,calinski_harabasz,davies_bouldin,adjusted_rand,normalized_mutual_info
/home/donut/Desktop/2_Semester/Protein Prediction 1/ProtSpace/protspace_group1/results/3ftx_final_rhopca/protspace/full_or_mature_pca_rhopca/tmp/proj_prot_t5_pca2_381e9a6ba35d.npz,pca2,pca2_1,pca2_2,sp_in_embedding,1427,2,2,0.6079292468169442,2263.5903015297417,0.6205380084658235,0.01818398158402367,0.011500549464619654
/home/donut/Desktop/2_Semester/Protein Prediction 1/ProtSpace/protspace_group1/results/3ftx_final_rhopca/protspace/full_or_mature_pca_rhopca/tmp/proj_prot_t5_ppca2_d4fd0709685c.npz,ppca2,ppca2_1,ppca2_2,sp_in_embedding,1427,2,2,0.3675745856968651,845.3863872808622,1.132705310259193,0.0012102408449385673,0.0026292268445462772
