source,method,x_col,y_col,label_column,n_points,n_label_classes,n_pred_clusters,silhouette,calinski_harabasz,davies_bouldin,adjusted_rand,normalized_mutual_info
/home/donut/Desktop/2_Semester/Protein Prediction 1/ProtSpace/protspace_group1/results/3ftx_final_rhopca/protspace/full_or_mature_pca_rhopca/tmp/proj_prot_t5_pca2_381e9a6ba35d.npz,pca2,pca2_1,pca2_2,major_group,1427,5,5,0.5210491207729187,4188.4779310999165,0.6453794469990584,0.014153109881539198,0.023090805013909168
/home/donut/Desktop/2_Semester/Protein Prediction 1/ProtSpace/protspace_group1/results/3ftx_final_rhopca/protspace/full_or_mature_pca_rhopca/tmp/proj_prot_t5_pca2_381e9a6ba35d.npz,pca2,pca2_1,pca2_2,cysteine_group,1421,6,6,0.4989710697726152,4352.970801154066,0.6647228987182833,0.00750777061957882,0.026605856657797373
/home/donut/Desktop/2_Semester/Protein Prediction 1/ProtSpace/protspace_group1/results/3ftx_final_rhopca/protspace/full_or_mature_pca_rhopca/tmp/proj_prot_t5_pca2_381e9a6ba35d.npz,pca2,pca2_1,pca2_2,Kmeans (n=7),1427,7,7,0.45964107302014817,4280.997757846373,0.7182616864533221,0.014407927362246132,0.03871628377037572
/home/donut/Desktop/2_Semester/Protein Prediction 1/ProtSpace/protspace_group1/results/3ftx_final_rhopca/protspace/full_or_mature_pca_rhopca/tmp/proj_prot_t5_ppca2_d4fd0709685c.npz,ppca2,ppca2_1,ppca2_2,major_group,1427,5,5,0.3916036389326612,1298.8949167010362,0.7792022859364265,-0.005677179588922223,0.007595903245631238
/home/donut/Desktop/2_Semester/Protein Prediction 1/ProtSpace/protspace_group1/results/3ftx_final_rhopca/protspace/full_or_mature_pca_rhopca/tmp/proj_prot_t5_ppca2_d4fd0709685c.npz,ppca2,ppca2_1,ppca2_2,cysteine_group,1421,6,6,0.36667643944101214,1226.4562569920863,0.8786675460912993,-0.002827988231993605,0.008185983035112837
/home/donut/Desktop/2_Semester/Protein Prediction 1/ProtSpace/protspace_group1/results/3ftx_final_rhopca/protspace/full_or_mature_pca_rhopca/tmp/proj_prot_t5_ppca2_d4fd0709685c.npz,ppca2,ppca2_1,ppca2_2,Kmeans (n=7),1427,7,7,0.3622101593572338,1202.6648532485933,0.8208504519899102,0.0014237219837183056,0.01657033243365808
